id,url,date,titre,description,keywords,auteur_id,type_id
64,"https://youtu.be/epmypoMVZg8","2019-11-14","Kingtäz - Parodie Jurassic Park","Qui l'eu cru ! Les dinosaures savaient parler ... (et cracher)",,3,2
65,"https://youtu.be/Z6zHzqfGHf0","2019-09-04","Kingtäz - LES ZÉLUS (SAISON 2) INTRO","RDV sur www.nci.nc !",,3,2
66,"https://youtu.be/ZiAqacr1eN4","2020-01-14","KINGTÄZ - LES ZÉLUS SAISON 2","Reprise de la série avec une saison 2 pour l'année 2020 ! :)",,3,2
67,"https://youtu.be/WKfxZorlr9s","2020-01-23","KINGTÄZ - LES ZÉLUS - SAISON 2.EP.01","On va pas en faire tout un silip de cette histoire non plus hein ... :)",,3,2
68,"https://www.facebook.com/armagzcvup/videos/1234063209995527/","2017-01-15","Les cars.","CETTE VIDEO EST POUR CARSUD ET KARUIA! Toujours en retard mais jamais à l'heure!","sketch carsud karuia retard",4,2
69,"https://www.facebook.com/kingtazNC/videos/1916505638378113/","2019-08-01","Tuto Gomen - Siri","héé looonculéé ! Le cousin de Gomen qui se met à faire des vidéos! Aujourd'hui il parle de Siri...enfin il parle à Siri! xD","sketch iphone siri",4,2
70,"https://youtu.be/QNdpuL5bf24","2017-12-27","ARMAGZ - LES PAPAS EN NC (LTOM)","La bande, dorénavant je ferais une chronique vidéo pour l'émission 'Les témoins d'Outre-Mer' ( LTOM ) !","sketch papa caldoche",4,2
71,"https://youtu.be/1WYRpObqspk","2017-05-07","ARMAGZ - LA L","haa la filière L x) ...","sketch fillère L profs clochards",4,2
72,"https://youtu.be/XGBHJDHsEE4","2011-05-10","L'anniversaire de Momo",,"canette fm anniversaire momo brasserie biere number one",2,2
73,"https://youtu.be/sivHX5APJhU","2020-01-01","Le corbeau et le renard",,,2,2
74,"https://youtu.be/iXTmT4-6oV8","2011-08-10","Le cercle des mecs valab' disparus",,,2,2
75,"https://youtu.be/8AAeZeBTP6E","2011-08-10","New pines on the block",,,2,2
76,"https://youtu.be/Nj817mZXCyY","2011-08-10","Nadège",,,2,2
77,"https://youtu.be/HbV43q-p91E","2011-08-10","La tendresse",,,2,2
78,"https://youtu.be/uZMxd1QUDBs","2011-08-09","Abraham Cadabran",,,2,2
79,"https://youtu.be/4buVuddrLpI","2011-08-09","Coupe du Monde 1994",,,2,2
80,"https://youtu.be/naeYjthGkuI","2011-08-09","La cigale et la fourmi",,,2,2
81,"https://youtu.be/iXTmT4-6oV8","2011-08-09","Miss Nakutakoin",,,2,2
82,"https://youtu.be/zAY1Z1JZZVs","2011-08-09","Les 3 petits pocas",,,2,2
83,"https://youtu.be/NAVOxl9K5aE?list=PLD914770741CDE88D","2011-05-28","Le temps qu'il nous reste","Extrait de son album \"Avini Ute\" (chaîne Youtube : Timi Jarossay)",,5,2
84,"https://youtu.be/kZEp7QkCAno?list=PLD914770741CDE88D","2011-05-19","Marutea (Sud)","Extrait de son album \"Keanu\" (chaîne Youtube : Timi Jarossay)",,5,2
85,"https://youtu.be/xCXY5k9WikE?list=PLD914770741CDE88D","2011-05-16","Une Fleur Rien Qu'une Rose","Extrait de son album \"Une fleur rien qu’une rose\" (chaîne Youtube : Timi Jarossay)",,5,2
86,"https://youtu.be/R6SNiBkFSZ4?list=PLD914770741CDE88D","2011-05-15","Loco por amor","Extrait de son album \"Souvenir souvenir\" (chaîne Youtube : Timi Jarossay)",,5,2
87,"https://youtu.be/70WHCMlnQEc?list=PLD914770741CDE88D","2011-05-09","Aue te Tiare","Extrait de son album \"Rairoa Iti E\" (chaîne Youtube : Timi Jarossay)",,5,2
88,"https://youtu.be/AHFdjUdquc0?list=PLD914770741CDE88D","2011-05-08","O Tahiti nui","Extrait de son album \"Fiu Te Ohipa\" (chaîne Youtube : Timi Jarossay)",,5,2
89,"https://youtu.be/30kRxpT_rt0?list=PLD914770741CDE88D","2011-05-05","Nohoarii","Extrait de son album \"Tahiti Remix\" (chaîne Youtube : Timi Jarossay)",,5,2
90,"https://youtu.be/irEyAy0ERR8?list=PLD914770741CDE88D","2011-05-03","Au revoir au revoir Calédonie","Extrait de son album \"Hotu Rau\" (chaîne Youtube : Timi Jarossay)",,5,2
91,"https://youtu.be/gTjfuVQrcNU?list=PLD914770741CDE88D","2011-04-29","Tahiti mon exil","Extrait de son album \"Homai – Heitea\" (chaîne Youtube : Timi Jarossay)",,5,2
92,"https://youtu.be/fLngtvVLHqE?list=PLD914770741CDE88D","2011-04-28","Te Taere Maohi","Extrait de son album \"Keanu\" (chaîne Youtube : Timi Jarossay)",,5,2
93,"https://youtu.be/SUHlbyDJVOw?list=PLD914770741CDE88D","2011-04-27","hianau","Extrait de son album \"Liberte\" (chaîne Youtube : Timi Jarossay)",,5,2
94,"https://youtu.be/8oHcLjjfgYU?list=PLD914770741CDE88D","2011-04-24","Moa Faatito","Extrait de son album \"Liberte\" (chaîne Youtube : Timi Jarossay)",,5,2
95,"https://youtu.be/K_7GemaVpj4?list=PLD914770741CDE88D","2011-04-13","Par Amour","Extrait de son album \"Avini Ute\" (chaîne Youtube : Timi Jarossay)",,5,2
96,"https://youtu.be/mFvN6UuAsLs?list=PLD914770741CDE88D","2011-04-12","La Ballade de Vairao","Extrait de son album \"Hotu Rau\" (chaîne Youtube : Timi Jarossay)",,5,2
97,"https://youtu.be/okCZ2LxBNeU?list=PLD914770741CDE88D","2011-03-17","I te ra ra tau","Extrait de son album \"Le Fafaru\" (chaîne Youtube : Timi Jarossay)",,5,2
98,"https://youtu.be/H9YkOVsIu9U?list=PLD914770741CDE88D","2011-03-19","Te Farereiraa","Extrait de son album \"Jesus mon sauveur\" (chaîne Youtube : Timi Jarossay)",,5,2
99,"https://youtu.be/vYkUpyg-DOo?list=PLD914770741CDE88D","2011-06-22","Tiare Hinano","Extrait de son album \"Avini Ute\" (chaîne Youtube : Timi Jarossay)",,5,2
100,"https://youtu.be/nEwdNvkmjkM?list=PLD914770741CDE88D","2011-08-22","Iri A'e Te Pahi","Extrait de son album \"Une fleur rien qu’une rose\" (chaîne Youtube : Timi Jarossay)",,5,2
101,"https://youtu.be/KHnASnkTgKk?list=PLD914770741CDE88D","2011-09-08","Te Koina Noere","Extrait de son album \"Noera I Tahiti\" (chaîne Youtube : Timi Jarossay)",,5,2
102,"https://youtu.be/E5VtQG_673c?list=PLD914770741CDE88D","2011-04-04","Matahiti Hiti Mano","(chaîne Youtube : Timi Jarossay)",,5,2
103,"https://youtu.be/H1vQZjz6Vho?list=PLD914770741CDE88D","2011-10-03","Toetoe Ta'u Tino","Extrait de son album \"Souvenirs\" (chaîne Youtube : Timi Jarossay)",,5,2
104,"https://youtu.be/chS4f_1CIjo?list=PLD914770741CDE88D","2011-10-04","Tohivea Moorea","Extrait de son album \"Potii no te Peho\" (chaîne Youtube : Timi Jarossay)",,5,2
105,"https://youtu.be/Oizu2HqYLTw?list=PLD914770741CDE88D","2011-10-22","Tamara te pahi","Extrait de son album \"Orchestre Petiot 22 Molokai\" (chaîne Youtube : Timi Jarossay)",,5,2
106,"https://youtu.be/NLW0XTlYVh8?list=PLD914770741CDE88D","2011-10-29","Cette belle nuit étoilée","Extrait de son album \"Best of Vol.2\" (chaîne Youtube : Timi Jarossay)",,5,2
107,"https://youtu.be/Oy9p6twS_iQ?list=PLD914770741CDE88D","2011-11-03","Tei te ara tau tino","Extrait de son album \"Avini Ute\" (chaîne Youtube : Timi Jarossay)",,5,2
108,"https://youtu.be/KmQxKuItE78?list=PLD914770741CDE88D","2011-11-11","Avini Ute","Extrait de son album \"Avini Ute\" (chaîne Youtube : Timi Jarossay)",,5,2
109,"https://youtu.be/a5xt7tUo6U8?list=PLD914770741CDE88D","2011-11-18","Macao","Extrait de son album \"Fiu Te Ohipa\" (chaîne Youtube : Timi Jarossay)",,5,2
110,"https://youtu.be/r_IKO8DDlEA?list=PLD914770741CDE88D","2011-11-18","Faaa no Tahiti","Extrait de son album \"Rohi Pehe\" (chaîne Youtube : Timi Jarossay)",,5,2
111,"https://youtu.be/4CsFET8rljw?list=PLD914770741CDE88D","2011-12-05","Bain de Soleil - Petite île Sacrée & Vaihiria","Extrait de son double album \"Gabilou chante les Barefoot Boys\" (chaîne Youtube : Timi Jarossay)",,5,2
112,"https://youtu.be/swu_p3V6zPI?list=PLD914770741CDE88D","2011-12-11","Te Koina Noere (Spécial Noël)","Extrait de son album \"Noera I Tahiti\" (chaîne Youtube : Timi Jarossay)",,5,2
113,"https://youtu.be/O_3GDzoTbN8?list=PLD914770741CDE88D","2011-12-24","Noera no te Tamarii (Spécial Noël)","Extrait de son album \"Gabilou\" (chaîne Youtube : Timi Jarossay)",,5,2
114,"https://youtu.be/7-QBsjEeBfw?list=PLD914770741CDE88D","2011-12-24","Petit Papa Noël (Spécial Noël)","Extrait de son album \"Noera Tahiti\" (chaîne Youtube : Timi Jarossay)",,5,2
115,"https://youtu.be/4d4E8A12A8o?list=PLD914770741CDE88D","2011-12-27","Matahiti Hiti","Extrait de son album \"Hotu Rau\" (chaîne Youtube : Timi Jarossay)",,5,2
116,"https://youtu.be/lYGrgyBMCO0?list=PLD914770741CDE88D","2012-01-16","Ma Chanson est Tahitienne","(chaîne Youtube : Timi Jarossay)",,5,2
117,"https://youtu.be/QVdkE7DyTIw?list=PLD914770741CDE88D","2012-01-20","Melahi e","Extrait de son album \"Fiu Te Ohipa\" (chaîne Youtube : Timi Jarossay)",,5,2
118,"https://youtu.be/TopKkArQojY?list=PLD914770741CDE88D","2012-01-22","Ma Jolie île Natale","Extrait de son album \"Nohoarii\" (chaîne Youtube : Timi Jarossay)",,5,2
119,"https://youtu.be/tfFH0MXnCeM?list=PLD914770741CDE88D","2012-01-24","La Tiare","Extrait de son album \"Gabilou contre Gabilou\" (chaîne Youtube : Timi Jarossay)",,5,2
120,"https://youtu.be/FyaGQKtiXAM?list=PLD914770741CDE88D","2012-02-17","Tangi te Manu","Extrait de son album \"enregistrement original 1969\" (chaîne Youtube : Timi Jarossay)",,5,2
121,"https://youtu.be/KQLCWa8yNPk?list=PLD914770741CDE88D","2012-02-17","Mama Erena","Extrait de son album \"Porii no te Peo\" (chaîne Youtube : Timi Jarossay)",,5,2
122,"https://youtu.be/kpWFBLac6QM?list=PLD914770741CDE88D","2012-02-18","Noho","Extrait de son album \"Taporo IV\" (chaîne Youtube : Timi Jarossay)",,5,2
123,"https://youtu.be/0wO_aXsP1Ko?list=PLD914770741CDE88D","2012-02-22","Bella Bella me amor","Extrait de son album \"Souvenir de Tahiti\" (chaîne Youtube : Timi Jarossay)",,5,2
124,"https://youtu.be/8SDnu_DZKv4?list=PLD914770741CDE88D","2012-02-23","Kiaora - Tamure","Extrait de son album \"Barefoot Boys Original n°13\" (chaîne Youtube : Timi Jarossay)",,5,2
125,"https://youtu.be/BctxlSpEguE?list=PLD914770741CDE88D","2012-02-23","Pinoi","Extrait de son album \"Barefoot Boys Vol.1\" (chaîne Youtube : Timi Jarossay)",,5,2
126,"https://youtu.be/JOLgRWpSm_8?list=PLD914770741CDE88D","2012-02-29","Bora Bora nui","Extrait de son album K7 \"Gabilou en public\" (chaîne Youtube : Timi Jarossay)",,5,2
127,"https://youtu.be/XpGBphXedVY?list=PLD914770741CDE88D","2012-05-13","Raiatea nui no oe teie pehe","Extrait de son album \"Rairoa Iti E\" (chaîne Youtube : Timi Jarossay)",,5,2
128,"https://youtu.be/JHYJ0W39dak?list=PLD914770741CDE88D","2013-09-21","Te Hana","Extrait de son album \"50 ans déjà\" (chaîne Youtube : Timi Jarossay)",,5,2
129,"https://youtu.be/WgJv0jDmnOc?list=PLD914770741CDE88D","2013-09-17","50 ans déjà","Extrait de son album \"Te Hana\" (chaîne Youtube : Timi Jarossay)",,5,2
130,"https://youtu.be/5f9NUeZRFpg?list=PLD914770741CDE88D","2013-07-10","Papara nui","Extrait de son album \"Porii no te Peo\" (chaîne Youtube : Timi Jarossay)",,5,2
131,"https://youtu.be/tFPGicbt_LQ?list=PLD914770741CDE88D","2012-06-08","Ahi'a","Extrait de son album \"Ahi’A\" (chaîne Youtube : Timi Jarossay)",,5,2
132,"https://youtu.be/_rf1COX8ACA?list=PLD914770741CDE88D","2012-06-08","Puhihau te matai","Extrait de son album \"Keanu\" (chaîne Youtube : Timi Jarossay)",,5,2
133,"https://youtu.be/jMWpw2dBFzo?list=PLD914770741CDE88D","2012-06-12","Mauahi","Extrait de son album \"Ahi’A\" (chaîne Youtube : Timi Jarossay)",,5,2
134,"https://youtu.be/nVVQkyr-gIs?list=PLD914770741CDE88D","2012-06-12","La Banane","Extrait de son album \"Hotu Rahu\" (chaîne Youtube : Timi Jarossay)",,5,2
135,"https://youtu.be/p_OKb6t8fgI?list=PLD914770741CDE88D","2012-08-10","Tahatai Cigogne","Extrait de son album \"Te Uru E Souviens-toi Lea\" (chaîne Youtube : Timi Jarossay)",,5,2
136,"https://youtu.be/njqJ27Bgu58?list=PLD914770741CDE88D","2012-08-04","Voilà les Gars de la Marine","Extrait de son album \"Porii no te Peo\" (chaîne Youtube : Timi Jarossay)",,5,2
137,"https://youtu.be/Rdq3qJ8CDMA?list=PLD914770741CDE88D","2012-06-28","Tiare Teatea","Extrait de son album \"Tapore IV\" (chaîne Youtube : Timi Jarossay)",,5,2
138,"https://youtu.be/zjC5j_XTBQw?list=PLD914770741CDE88D","2012-06-28","Pikirunga","Extrait de son album \"Avini Ute\" (chaîne Youtube : Timi Jarossay)",,5,2
139,"https://youtu.be/6tLFMBPUZlw?list=PLD914770741CDE88D","2012-11-03","Aue te mamae","Extrait de son album \"Ahi’A\" (chaîne Youtube : Timi Jarossay)",,5,2
140,"https://youtu.be/eHHY7WU5Gkw?list=PLD914770741CDE88D","2012-09-30","Vinivini","(chaîne Youtube : Timi Jarossay)",,5,2
141,"https://youtu.be/3NMe76vXikk?list=PLD914770741CDE88D","2012-12-21","Avant de nous dire adieu","Extrait de son album \"Avini Ute\" (chaîne Youtube : Timi Jarossay)",,5,2
142,"https://youtu.be/hwODosB8WA8?list=PLD914770741CDE88D","2012-12-22","Purotu Raimere","Extrait de son album \"Porii no te Peo\" (chaîne Youtube : Timi Jarossay)",,5,2
143,"https://youtu.be/MfXua7MHuxk?list=PLD914770741CDE88D","2012-12-22","Aue te nehenehe","Extrait de son album \"Fiu Te Ohipa\" (chaîne Youtube : Timi Jarossay)",,5,2
144,"https://youtu.be/KNIi6ZFMivw?list=PLD914770741CDE88D","2012-11-20","Met to Seize Mille","Extrait de son album \"Hai’A\" (chaîne Youtube : Timi Jarossay)",,5,2
145,"https://youtu.be/tbEZpKMzxSo?list=PLD914770741CDE88D","2013-03-26","hei miri iti e","(chaîne Youtube : Timi Jarossay)",,5,2
146,"https://youtu.be/Zsrf1OYhn0s?list=PLD914770741CDE88D","2013-03-07","Te Vahine Uturoa","Extrait de son album \"Porii no te Peo\" (chaîne Youtube : Timi Jarossay)",,5,2
147,"https://youtu.be/jx1XwCkyhbo?list=PLD914770741CDE88D","2013-02-25","Vini te Manu","Extrait de son album \"Gabilou & les Bananas Boys\" (chaîne Youtube : Timi Jarossay)",,5,2
148,"https://youtu.be/io2hqJct0js?list=PLD914770741CDE88D","2013-01-22","heimata","Extrait de son album \"Fiu Te Ohipa\" (chaîne Youtube : Timi Jarossay)",,5,2
149,"https://youtu.be/qD-qjasp1xA?list=PLD914770741CDE88D","2013-10-07","Aore koe e gnaro Makemo","Extrait de son album \"Tahiti Remix\" (chaîne Youtube : Timi Jarossay)",,5,2
150,"https://youtu.be/ihqlUZRECiQ?list=PLD914770741CDE88D","2013-10-07","Na oe Vairea","Extrait de son album \"Te Uru E\" (chaîne Youtube : Timi Jarossay)",,5,2
151,"https://youtu.be/tRwaXUANHZc?list=PLD914770741CDE88D","2013-10-08","De temps en temps","Extrait de son album \"Te Uru E\" (chaîne Youtube : Timi Jarossay)",,5,2
152,"https://youtu.be/Qm_tdlE0ajs","2010-04-30","Fakateretere","Clip du succés de Gabilou \"Fakateretere\" tournée en Polynésie française (chaîne Youtube : SAMIRICO67 MOANA NUI)",,5,2
